Revolutionary Armed Forces of Colombia (FARC),Revolutionary Armed Forces of Colombia (FARC),1.3588002036803276e-05
Revolutionary Armed Forces of Colombia (FARC),Popular Liberation Army (EPL),5.30353438250383e-05
Revolutionary Armed Forces of Colombia (FARC),United Self Defense Units of Colombia (AUC),5.4450654110730826e-05
Revolutionary Armed Forces of Colombia (FARC),National Liberation Army of Colombia (ELN),0.00038903932525279224
Revolutionary Armed Forces of Colombia (FARC),People's Revolutionary Army (ERP),3.07504042049076e-05
Popular Liberation Army (EPL),Popular Liberation Army (EPL),0.02951096024032847
Popular Liberation Army (EPL),United Self Defense Units of Colombia (AUC),0.0193003348103717
Popular Liberation Army (EPL),National Liberation Army of Colombia (ELN),0.001557875834198087
Popular Liberation Army (EPL),People's Revolutionary Army (ERP),0.028671754004379886
United Self Defense Units of Colombia (AUC),United Self Defense Units of Colombia (AUC),0.004920460615199233
United Self Defense Units of Colombia (AUC),National Liberation Army of Colombia (ELN),0.002099179713792604
United Self Defense Units of Colombia (AUC),People's Revolutionary Army (ERP),1.313660572867471
National Liberation Army of Colombia (ELN),National Liberation Army of Colombia (ELN),0.029676294229966316
National Liberation Army of Colombia (ELN),People's Revolutionary Army (ERP),0.00109127281535152
People's Revolutionary Army (ERP),People's Revolutionary Army (ERP),0.032761552960316825
